,Unnamed: 0,images,gt,preds,predicted_class
1542,1542,vanRuysdael2.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this,classicism
1543,1543,vanRuysdael3.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this,classicism
1544,1544,vanRuysdael4.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this,classicism
1545,1545,vanRysselberghe1.jpg,post impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this,impressionism
1546,1546,vanSchooten1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this,classicism
1547,1547,vanSomerI1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Baroque. The art period of this painting is Impressionism. The art period of this,baroque
1548,1548,vanSwanevelt1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is rome. The art period of this painting is Impressionism. The art period of this painting is,romanticism
1549,1549,vanVries1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this,realism
1550,1550,vandeVeldeYounger1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this,classicism
1551,1551,vandeVeldeYounger2.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this,classicism
1552,1552,vandeVenne1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Baroque. The art period of this painting is Impressionism. The art period of this,baroque
1553,1553,vandeVenne2.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this,classicism
1554,1554,vandenEeckhout1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this,realism
1555,1555,vanderHelst1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this,realism
1556,1556,vanderHelst2.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Dutch Golden Age. The art period of this painting is Realism. The art period of this,rococo
1557,1557,vanderHelst3.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Baroque. The art period of this painting is Impressionism. The art period of this,baroque
1558,1558,vanderHeyden1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this,classicism
1559,1559,vanderNeer1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this,classicism
1560,1560,vanderNeer2.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this,classicism
1561,1561,vonBecker1.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this,realism
1562,1562,vonBecker2.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of,romanticism
1563,1563,vonBecker3.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this,realism
1564,1564,vonHagelstein1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is romeo and juliet. The art period of this painting is Impressionism. The art period,romanticism
1565,1565,vonMenzel1.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of,romanticism
1566,1566,vonMenzel2.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this,realism
1567,1567,vonMenzel3.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is romeo and juliet. The art period of this painting is Impressionism. The art period,romanticism
