,Unnamed: 0.1,Unnamed: 0,images,gt,preds,predicted_class,predicted_author
1313,1313,1313,VanGogh4.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
1314,1314,1314,VanGogh5.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefănescu. The author of this painting is Picasso. The author of,orest kiprensky, Ștefănescu
1315,1315,1315,VanGogh6.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ヴィンテージ. The author of this painting is Picasso. The author of this,mateo cerezo, ヴィンテージ
1316,1316,1316,VanGogh7.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	van Gogh. The author of this painting is Picasso. The author of this painting is,van gogh, 	van Gogh
1317,1317,1317,VanGogh8.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,jalmari ruokokoski, Ștefan
1318,1318,1318,VanGogh9.jpg,van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
1319,1319,1319,Vasari1.jpg,giorgio vasari,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1320,1320,1320,Vasari2.jpg,giorgio vasari,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
1321,1321,1321,Vasnetsov1.jpg,viktor vasnetsov,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
1322,1322,1322,Vasnetsov2.jpg,viktor vasnetsov,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
1323,1323,1323,Vasnetsov3.jpg,viktor vasnetsov,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
1324,1324,1324,Vecchio1.jpg,palma vecchio,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
1325,1325,1325,Vedder1.jpg,elihu vedder,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is romeo and juliet.<|endofchunk|>,benvenuto tisi, romeo and juliet
1326,1326,1326,Velazquez1.jpg,diego velazquez,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is erme. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, erme
1327,1327,1327,Velazquez2.jpg,diego velazquez,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernesto bazur. The author of this painting is Pablo Picasso. The author of this,jacob ernst thomann von hagelstein, ernesto bazur
1328,1328,1328,Velazquez3.jpg,diego velazquez,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Picasso. The author of this painting is,rembrandt, 	Rembrandt
1329,1329,1329,Velazquez4.jpg,diego velazquez,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Caravaggio. The author of this painting is Picasso. The author of this painting is,caravaggio, 	Caravaggio
1330,1330,1330,Velazquez5.jpg,diego velazquez,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1331,1331,1331,Velazquez6.jpg,diego velazquez,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rubens. The author of this painting is Van Gogh. The author of this painting is,peter paul rubens, 	Rubens
1332,1332,1332,Velazquez7.jpg,diego velazquez,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1333,1333,1333,Velazquez8.jpg,diego velazquez,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Caravaggio. The author of this painting is Picasso. The author of this painting is,caravaggio, 	Caravaggio
1334,1334,1334,Velazquez9.jpg,diego velazquez,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1335,1335,1335,Verelst1.jpg,simon pietersz verelst,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is.................. The author of this painting is Van Dyck. The author of this painting is,arent arentsz,
1336,1336,1336,Vereshchagin1.jpg,vasily vereshchagin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
1337,1337,1337,Vermeer1.jpg,johannes vermeer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1338,1338,1338,Vermeer2.jpg,johannes vermeer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Van Gogh. The author of this painting is Picasso. The author of this painting,van gogh, ́Van Gogh
1339,1339,1339,Vermeer3.jpg,johannes vermeer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1340,1340,1340,Vermeer4.jpg,johannes vermeer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Rembrandt. The author of this painting is Van Gogh. The author of this,rembrandt, ́Rembrandt
1341,1341,1341,Vermeer5.jpg,johannes vermeer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Rembrandt. The author of this painting is Van Gogh. The author of this,rembrandt, ́Rembrandt
1342,1342,1342,Vermeer6.jpg,johannes vermeer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
1343,1343,1343,Vermeer7.jpg,johannes vermeer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Rembrandt. The author of this painting is ́Van Gogh.<|endofchunk|>,rembrandt, ́Rembrandt
1344,1344,1344,Vermeer8.jpg,johannes vermeer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Vermeer. The author of this painting is Picasso. The author of this,johannes vermeer, Vermeer
1345,1345,1345,Vermeer9.jpg,johannes vermeer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is  Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt,  Rembrandt
1346,1346,1346,Vernet1.jpg,claude-joseph vernet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Jacques-Louis David. The author of this painting is Pablo Picasso. The author of,jacques-louis david, 	Jacques-Louis David
1347,1347,1347,Vernet2.jpg,claude-joseph vernet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Claude Monet. The author of this painting is Claude Monet. The author of this,monet, 	Claude Monet
